"Experiment","File","Class","CWE","CVSS","Expected","Prediction","Probability ofVulnerable","Probability ofNot Vulnerable"
"v2.0.0","epan/dissectors/packet-h261.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-rx.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","wiretap/pppdump.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06301925400880508","0.936980745991195"
"v2.0.0","epan/dissectors/packet-bluecom.c","Clear",,,"Not Vulnerable","Not Vulnerable","9.523809523809524E-4","0.999047619047619"
"v2.0.0","epan/dissectors/packet-tcpros.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-gsm_a_common.c","VulnerableHistory",,,"Not Vulnerable","Vulnerable","0.68","0.32"
"v2.0.0","ui/profile.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","ui/gtk/prefs_filter_expressions.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-dcerpc-nspi.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","wiretap/5views.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.15920983793468305","0.8407901620653169"
"v2.0.0","epan/dissectors/packet-rmt-lct.c","Clear",,,"Not Vulnerable","Not Vulnerable","3.355704697986577E-5","0.9999664429530202"
"v2.0.0","epan/dissectors/packet-ixiatrailer.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.013866613022380165","0.9861333869776199"
"v2.0.0","epan/dissectors/packet-pflog.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-cisco-wids.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-dpnss-link.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/geoip_db.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"v2.0.0","epan/dissectors/packet-dcerpc-messenger.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-ancp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0702198119842049","0.9297801880157951"
"v2.0.0","epan/dissectors/packet-dsr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/docsis/packet-bpkmrsp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-json.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/wimax/msg_dreg.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-ncp-sss.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/wmem/wmem_allocator_strict.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.049988887116209094","0.9500111128837909"
"v2.0.0","epan/dissectors/packet-wlccp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/asn1/spnego/packet-spnego-template.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-nasdaq-itch.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","ui/gtk/rtp_stream_dlg.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-cbor.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-vrrp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02347026728514703","0.976529732714853"
"v2.0.0","epan/dissectors/packet-smb-logon.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/uat.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-ansi_801.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-mysql.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/wslua/wslua_field.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/asn1/pkixac/packet-pkixac-template.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-h283.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-ns_cert_exts.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-sametime.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/wmem/wmem_core.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-wcp.c","Vulnerability","119","4.3","Vulnerable","Not Vulnerable","0.01","0.99"
"v2.0.0","ui/gtk/service_response_time_table.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-bitcoin.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/nghttp2/nghttp2_hd_huffman.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-mpeg1.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-usb-audio.c","VulnerableHistory",,,"Not Vulnerable","Not Vulnerable","0.33479485049833885","0.6652051495016612"
"v2.0.0","epan/dissectors/packet-time.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-ipp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.002764705882352941","0.997235294117647"
"v2.0.0","epan/dissectors/asn1/mms/packet-mms-template.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-hci_h1.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-mka.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.015024817632058101","0.9849751823679419"
"v2.0.0","epan/dissectors/packet-pcap_pktdata.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-dcerpc-rs_prop_plcy.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-xmpp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-3g-a11.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-dect.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-nettl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/wmem/wmem_allocator_block_fast.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/irda/packet-sir.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/ftypes/ftype-time.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.001507936507936508","0.9984920634920635"
"v2.0.0","epan/dissectors/packet-slsk.c","Vulnerability","399","7.8","Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","ui/cli/tap-icmpstat.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/ftypes/ftype-double.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.018333333333333333","0.9816666666666667"
"v2.0.0","wiretap/ipfix.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06301925400880508","0.936980745991195"
"v2.0.0","epan/tvbuff.c","Vulnerability","399","5.0","Vulnerable","Not Vulnerable","0.028333333333333332","0.9716666666666667"
"v2.0.0","epan/dissectors/packet-ipmi-chassis.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-x11.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"v2.0.0","epan/dissectors/packet-gsm_ipa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/tvbuff_subset.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-ax25-kiss.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/ftypes/ftype-ipv6.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0014646464646464645","0.9985353535353535"
"v2.0.0","wiretap/cosine.c","VulnerableHistory",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-aeron.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"v2.0.0","epan/dfilter/dfilter.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-cpfi.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","ui/cli/tap-gsm_astat.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","ui/gtk/dcerpc_stat.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","wsutil/eax.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/asn1/x509ce/packet-x509ce-template.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","ui/cli/tap-iostat.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/wimax/msg_dsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-dvb-ipdc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-infiniband.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/value_string.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-cigi.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-lmi.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-userlog.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","tfshark.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"v2.0.0","epan/dissectors/asn1/x509af/packet-x509af-template.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.10860047052689469","0.8913995294731053"
"v2.0.0","epan/dissectors/packet-dcerpc-rs_attr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-dcerpc-rs_repmgr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-iso8583.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0017258851232024217","0.9982741148767975"
"v2.0.0","codecs/G722/G722decode.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/docsis/packet-dccreq.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","ui/gtk/pixbuf-csource.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/disabled_protos.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.035","0.965"
"v2.0.0","epan/print_stream.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/crc32-tvb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/asm_utils.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.049988887116209094","0.9500111128837909"
"v2.0.0","epan/dissectors/packet-pdc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-e164.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","plugins/unistim/packet-unistim.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.1306382978723404","0.8693617021276596"
"v2.0.0","ui/win32/print_win32.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/column.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-mip.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","codecs/sbc/sbc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/easy_codec/codec-g729a.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.049988887116209094","0.9500111128837909"
"v2.0.0","wsutil/privileges.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.011176470588235295","0.9888235294117647"
"v2.0.0","epan/dissectors/packet-rtitcp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.13","0.87"
"v2.0.0","epan/dissectors/packet-pptp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.015024817632058101","0.9849751823679419"
"v2.0.0","caputils/capture-pcap-util.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-rdp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-credssp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-gift.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-mcpe.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-msn-messenger.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-rua.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-ucp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/docsis/packet-dsarsp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-sflow.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","ui/gtk/io_stat.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-telkonet.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","wsutil/adler32.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/asn1/sv/packet-sv-template.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-cipsafety.c","Vulnerability","754","5.0","Vulnerable","Not Vulnerable","7.218517304118709E-4","0.999278148269588"
"v2.0.0","epan/dissectors/packet-olsr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-dcerpc-nt.c","Vulnerability","416","4.3","Vulnerable","Not Vulnerable","4.446786090621707E-4","0.9995553213909377"
"v2.0.0","echld/common.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/docsis/packet-dscrsp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-oicq.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-pingpongprotocol.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-raknet.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.015024817632058101","0.9849751823679419"
"v2.0.0","epan/capture_dissectors.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-mux27010.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.08036904761904762","0.9196309523809524"
"v2.0.0","epan/dissectors/packet-rlc.c","Vulnerability","189","4.3","Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-frame.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"v2.0.0","epan/dvb_chartbl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/docsis/packet-regrspmp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","ui/cli/tap-srt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-kpasswd.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/opcua/opcua.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-aim-location.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-tango.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/wimax/mac_hd_type2_decoder.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-usb-dfu.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02347026728514703","0.976529732714853"
"v2.0.0","epan/dissectors/packet-hpsw.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.015024817632058101","0.9849751823679419"
"v2.0.0","epan/dissectors/packet-ethertype.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/wslua/lrexlib_glib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-lapb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","echld/child.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/docsis/packet-dpvrsp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-cdp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/file-btsnoop.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/golay.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-amr.c","Clear",,,"Not Vulnerable","Not Vulnerable","6.671228190215532E-4","0.9993328771809784"
"v2.0.0","filter_files.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05833333333333335","0.9416666666666667"
"v2.0.0","epan/dissectors/packet-rlc-lte.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"v2.0.0","epan/wslua/wslua_dissector.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-omron-fins.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.015024817632058101","0.9849751823679419"
"v2.0.0","epan/dissectors/packet-btamp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/gcp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-cisco-sm.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-bmp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","plugins/wimaxmacphy/packet-wimaxmacphy.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02347026728514703","0.976529732714853"
"v2.0.0","epan/dissectors/packet-elasticsearch.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.10633973461179341","0.8936602653882066"
"v2.0.0","epan/oui.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","ui/gtk/proto_dlg.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-mrp-mmrp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-lldp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-aim-email.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","ui/gtk/voip_calls_dlg.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/conversation_table.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-bzr.c","Vulnerability","399","7.8","Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-dec-dnart.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-gopher.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-vuze-dht.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","editcap.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-isl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-clearcase.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/pidl/mapi/request.cnf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-btsap.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02347026728514703","0.976529732714853"
"v2.0.0","epan/dissectors/packet-fcct.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.051562677347244026","0.948437322652756"
"v2.0.0","epan/dissectors/packet-rsl.c","VulnerableHistory",,,"Not Vulnerable","Not Vulnerable","0.02347026728514703","0.976529732714853"
"v2.0.0","epan/dissectors/packet-rsvd.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-wifi-p2p.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"v2.0.0","epan/dissectors/packet-v150fw.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/print.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"v2.0.0","wiretap/libpcap.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06301925400880508","0.936980745991195"
"v2.0.0","epan/dissectors/asn1/ftam/packet-ftam-template.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-tali.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-mgcp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"v2.0.0","epan/dissectors/packet-ansi_a.c","VulnerableHistory",,,"Not Vulnerable","Vulnerable","0.62","0.38"
"v2.0.0","epan/dissectors/packet-fefd.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-vxlan.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.003353705399583202","0.9966462946004168"
"v2.0.0","epan/dissectors/packet-xtp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
