"Experiment","File","Class","CWE","CVSS","Expected","Prediction","Probability ofVulnerable","Probability ofNot Vulnerable"
"OpenSSL_1_0_1","demos/pkcs12/pkwrite.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","demos/engines/cluster_labs/hw_cluster_labs.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.08","0.92"
"OpenSSL_1_0_1","crypto/ec/ecp_nistz256.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.08","0.92"
"OpenSSL_1_0_1","crypto/conf/conf_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/pqueue/pqueue.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/ecdh/ech_key.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
"OpenSSL_1_0_1","crypto/ecdsa/ecs_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.14","0.86"
"OpenSSL_1_0_1","crypto/bn/bn_nist.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.1","0.9"
"OpenSSL_1_0_1","crypto/des/des_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.08","0.92"
"OpenSSL_1_0_1","ssl/s3_clnt.c","Vulnerability","310","6.8","Vulnerable","Vulnerable","0.85","0.15"
"OpenSSL_1_0_1","crypto/ui/ui_openssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07","0.93"
"OpenSSL_1_0_1","crypto/asn1/tasn_typ.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/cms/cms_io.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/engine/tb_rsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","ssl/t1_srvr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/idea/i_skey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_1_0_1","crypto/LPdir_win.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/rand/rand_unix.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05","0.95"
"OpenSSL_1_0_1","crypto/asn1/x_name.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.15","0.85"
"OpenSSL_1_0_1","crypto/x509/by_dir.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.15","0.85"
"OpenSSL_1_0_1","crypto/engine/eng_openssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/evp/m_md2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/bn/bn_depr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/evp/encode.c","Vulnerability","189","5.0","Vulnerable","Vulnerable","0.51","0.49"
"OpenSSL_1_0_1","crypto/conf/conf_api.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06","0.94"
"OpenSSL_1_0_1","crypto/asn1/t_bitst.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/evp/m_mdc2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/asn1/tasn_fre.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/asn1/a_strex.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.22","0.78"
"OpenSSL_1_0_1","crypto/conf/conf_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07","0.93"
"OpenSSL_1_0_1","crypto/seed/seed_cbc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/idea/i_cfb64.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/camellia/camellia.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/ec/ec_key.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07","0.93"
"OpenSSL_1_0_1","crypto/fips_ers.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/asn1/a_mbstr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
"OpenSSL_1_0_1","crypto/engine/eng_table.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/evp/p5_crpt2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.2","0.8"
"OpenSSL_1_0_1","crypto/rc4/rc4_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.08","0.92"
"OpenSSL_1_0_1","crypto/asn1/x_pkey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.13","0.87"
"OpenSSL_1_0_1","crypto/bn/bn_exp.c","Clear","200","1.9","Not Vulnerable","Vulnerable","0.51","0.49"
"OpenSSL_1_0_1","crypto/evp/p_open.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07","0.93"
"OpenSSL_1_0_1","crypto/x509v3/v3_cpols.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.08","0.92"
"OpenSSL_1_0_1","crypto/sha/sha_one.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/x509v3/v3_addr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.17","0.83"
"OpenSSL_1_0_1","crypto/store/str_mem.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/bn/bn_recp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05","0.95"
"OpenSSL_1_0_1","crypto/asn1/t_req.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.08","0.92"
"OpenSSL_1_0_1","crypto/asn1/a_octet.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_1_0_1","apps/crl2p7.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_1_0_1","crypto/rc2/tab.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/x509v3/v3_scts.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/pem/pem_x509.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","ssl/s2_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.12","0.88"
"OpenSSL_1_0_1","crypto/dso/dso_win32.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.26","0.74"
"OpenSSL_1_0_1","apps/x509.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07","0.93"
"OpenSSL_1_0_1","apps/dsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
"OpenSSL_1_0_1","crypto/seed/seed_ofb.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/bio/bss_dgram.c","Clear",,,"Not Vulnerable","Vulnerable","0.54","0.46"
"OpenSSL_1_0_1","crypto/bio/bio_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.23","0.77"
"OpenSSL_1_0_1","apps/s_client.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.33","0.67"
"OpenSSL_1_0_1","apps/gendh.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.09","0.91"
"OpenSSL_1_0_1","crypto/evp/m_ripemd.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_1_0_1","demos/engines/ibmca/hw_ibmca_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","ssl/s3_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.46","0.54"
"OpenSSL_1_0_1","crypto/asn1/x_x509a.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07","0.93"
"OpenSSL_1_0_1","crypto/pkcs7/pk7_mime.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
"OpenSSL_1_0_1","crypto/ts/ts_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/seed/seed.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.11","0.89"
"OpenSSL_1_0_1","demos/sign/sign.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_1_0_1","ssl/t1_meth.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","ssl/ssl_err2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/mdc2/mdc2_one.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/evp/m_md4.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_1_0_1","crypto/dh/dh_lib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_1_0_1","crypto/md4/md4.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/ec/ec_curve.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.3","0.7"
"OpenSSL_1_0_1","crypto/dsa/dsagen.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/engine/eng_dyn.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.12","0.88"
"OpenSSL_1_0_1","demos/x509/mkcert.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
"OpenSSL_1_0_1","crypto/ocsp/ocsp_ht.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.15","0.85"
"OpenSSL_1_0_1","crypto/des/pcbc_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/asn1/i2d_pr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","engines/e_cswift_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/des/cbc_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/x509v3/v3_pcia.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/x509v3/v3_prn.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.14","0.86"
"OpenSSL_1_0_1","engines/ccgost/gost2001_keyx.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07","0.93"
"OpenSSL_1_0_1","crypto/pkcs7/pk7_asn1.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05","0.95"
"OpenSSL_1_0_1","apps/version.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05","0.95"
"OpenSSL_1_0_1","demos/cms/cms_ddec.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/x509v3/v3_bcons.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/evp/m_sha.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
"OpenSSL_1_0_1","crypto/rsa/rsa_pk1.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/ec/ec_asn1.c","Vulnerability","","6.8","Vulnerable","Vulnerable","0.69","0.31"
"OpenSSL_1_0_1","crypto/pkcs12/p12_attr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07","0.93"
"OpenSSL_1_0_1","bugs/sgiccbug.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/asn1/tasn_enc.c","Vulnerability","119","10.0","Vulnerable","Not Vulnerable","0.12","0.88"
"OpenSSL_1_0_1","engines/ccgost/gost_params.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/asn1/a_enum.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05","0.95"
"OpenSSL_1_0_1","crypto/x509/x509_vfy.c","Vulnerability","254","6.4","Vulnerable","Vulnerable","0.79","0.21"
"OpenSSL_1_0_1","crypto/sha/sha512t.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","bugs/alpha.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/asn1/a_object.c","VulnerableHistory",,,"Not Vulnerable","Vulnerable","0.64","0.36"
"OpenSSL_1_0_1","crypto/bf/bfspeed.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/engine/eng_ctrl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.09","0.91"
"OpenSSL_1_0_1","crypto/des/str2key.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/asn1/asn1_gen.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.22","0.78"
"OpenSSL_1_0_1","crypto/ocsp/ocsp_srv.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/asn1/x_bignum.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/x509/x509_v3.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05","0.95"
"OpenSSL_1_0_1","crypto/evp/bio_b64.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.26","0.74"
"OpenSSL_1_0_1","ssl/t1_reneg.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06","0.94"
"OpenSSL_1_0_1","crypto/dso/dso_openssl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/cast/c_cfb64.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/bn/bn_sqr.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
"OpenSSL_1_0_1","crypto/bio/bss_bio.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.22","0.78"
"OpenSSL_1_0_1","ssl/t1_enc.c","VulnerableHistory","20","5.0","Not Vulnerable","Vulnerable","0.86","0.14"
"OpenSSL_1_0_1","crypto/asn1/a_int.c","Clear","119","10.0","Not Vulnerable","Not Vulnerable","0.28","0.72"
"OpenSSL_1_0_1","ssl/ssl_sess.c","Vulnerability","190","7.5","Vulnerable","Vulnerable","0.71","0.29"
"OpenSSL_1_0_1","crypto/bio/bss_log.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.14","0.86"
"OpenSSL_1_0_1","crypto/x509v3/v3_pmaps.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","apps/ecparam.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.09","0.91"
"OpenSSL_1_0_1","crypto/des/qud_cksm.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","demos/bio/sconnect.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","engines/e_cswift.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.16","0.84"
"OpenSSL_1_0_1","crypto/dso/dso_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","apps/spkac.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/pem/pem_xaux.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/ec/eck_prn.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.11","0.89"
"OpenSSL_1_0_1","crypto/sha/sha1_one.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/asn1/x_attrib.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.02","0.98"
"OpenSSL_1_0_1","crypto/camellia/cmll_misc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/bf/bf_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/bn/bn_mont.c","Clear","189","5.0","Not Vulnerable","Not Vulnerable","0.23","0.77"
"OpenSSL_1_0_1","crypto/des/speed.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/krb5/krb5_asn.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/bio/bss_file.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.25","0.75"
"OpenSSL_1_0_1","crypto/bn/exp.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/des/rpw.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/objects/obj_xref.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/dso/dso_null.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/x509/x509type.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/bn/bn_shift.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/sha/sha1.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","ssl/ssl_rsa.c","Clear",,,"Not Vulnerable","Vulnerable","0.7","0.3"
"OpenSSL_1_0_1","crypto/bf/bf_cbc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/pem/pem_info.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.09","0.91"
"OpenSSL_1_0_1","apps/rsautl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.05","0.95"
"OpenSSL_1_0_1","apps/asn1pars.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06","0.94"
"OpenSSL_1_0_1","crypto/ec/ec_check.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","apps/dhparam.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.1","0.9"
"OpenSSL_1_0_1","apps/genpkey.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.1","0.9"
"OpenSSL_1_0_1","engines/e_aep_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/pkcs12/p12_init.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/dh/p1024.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","ms/applink.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/engine/eng_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","ssl/s23_pkt.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/comp/c_rle.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/hmac/hmac.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.1","0.9"
"OpenSSL_1_0_1","crypto/pkcs12/p12_utl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.1","0.9"
"OpenSSL_1_0_1","crypto/des/rpc_enc.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/pkcs12/p12_asn.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","apps/gendsa.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
"OpenSSL_1_0_1","crypto/LPdir_win32.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","apps/ts.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.32","0.68"
"OpenSSL_1_0_1","crypto/asn1/t_crl.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.06","0.94"
"OpenSSL_1_0_1","crypto/x509v3/pcy_tree.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.07","0.93"
"OpenSSL_1_0_1","crypto/bn/bn_kron.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/modes/ofb128.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/dh/dh_kdf.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/rand/rand_os2.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.03","0.97"
"OpenSSL_1_0_1","crypto/sha/sha_dgst.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","demos/pkcs12/pkread.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/x509v3/v3err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","demos/cms/cms_sign.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.01","0.99"
"OpenSSL_1_0_1","crypto/bn/asm/x86_64-gcc.c","VulnerableHistory","310","5.0","Not Vulnerable","Not Vulnerable","0.36","0.64"
"OpenSSL_1_0_1","crypto/x509/x509_vpm.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.09","0.91"
"OpenSSL_1_0_1","crypto/x509v3/v3_pcons.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/asn1/asn_mime.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.16","0.84"
"OpenSSL_1_0_1","crypto/ocsp/ocsp_err.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.0","1.0"
"OpenSSL_1_0_1","crypto/evp/e_rc4.c","Clear",,,"Not Vulnerable","Not Vulnerable","0.04","0.96"
